deuda_total,proporcion_ingreso_deuda,monto_solicitado,tasa_interes,lineas_credito_abiertas,saldo_promedio_bancario,ingresos_familiares_per_capita,puntuacion_credito_bureau,antiguedad_laboral_meses,patrimonio_neto,gastos_mensuales_fijos,capital_circulante,capacidad_ahorro_mensual,ingresos_inversion,retrasos_pago_ultimos_6_meses,mora_historica_dias,porcentaje_utilizacion_credito,pagos_puntuales_ultimos_12_meses,deudas_canceladas_historicas,maximo_retraso_pago_dias,numero_cuentas_cerradas,proporcion_pagos_a_tiempo,consultas_credito_recientes,cambios_en_habitos_pago,edad,nivel_educativo,estado_civil,numero_dependientes,propiedad_vivienda,tipo_vivienda,residencia_antiguedad_meses,sector_laboral,numero_empleos_ultimos_5_anos,frecuencia_transacciones_mensuales,nivel_riesgo
722660.0668762407,2.7589624072473034,764003.6906493302,630654.5023604662,6.0,890295.8250351357,399207.80751016026,346.3112966108989,342,71892.10770475832,99,6,381016.693594747,423262.3038364498,274,325.9611962262517,3.0,209,446,109,9,0.5599111925322741,22,1,47,3.0,3.0,5,3,3.0,2.0,2.0,1,419,Alto
270140.5232676753,1.5503885165623796,470420.9342556925,465866.1221200763,,457809.82098281867,383996.5317744427,617.9721364922918,277,308320.23377248534,457,5,303867.36205380585,21363.314253799785,123,15.2246412599263,34.0,288,369,142,6,0.6167660401950038,24,1,25,3.0,3.0,4,3,3.0,1.0,1.0,3,314,Bajo
423155.3036865346,2.7761172909053893,178040.84690488043,722247.3955260017,5.0,550916.918623646,267767.52322903334,408.10552448080267,457,765769.4024947659,442,0,421251.10972313356,180295.56469680744,229,117.03040100458179,1.0,372,416,135,3,0.04735947449735178,28,1,52,3.0,1.0,0,1,1.0,1.0,4.0,5,707,Medio
546577.28525445,0.1672383181562681,33887.54798639669,591186.2796846104,1.0,439100.64913999685,730439.5458869652,572.3295523756985,267,6266.503858741879,262,9,600243.410008986,456180.39632649906,160,26.99887088337618,56.0,182,364,79,8,0.24458101778138364,7,1,83,4.0,2.0,0,1,3.0,,4.0,5,638,Medio
879655.2746723476,4.4714019227513555,877649.294078858,848232.7241480497,1.0,520191.87631712446,566012.8407741914,748.6285639901107,84,976640.144655629,476,5,364720.7632039515,461333.8963414631,149,13.60900891802481,76.0,415,434,63,4,0.2585769463251212,9,0,50,3.0,2.0,4,1,0.0,2.0,2.0,3,130,Medio
133571.6594031626,4.175923300518687,285116.00940210954,812025.7842272613,8.0,922850.8319803129,151525.97207198644,385.9058707373795,237,56652.479815272745,150,2,904963.1514263941,8606.817491503703,93,311.84599942393777,8.0,400,247,475,8,0.5634046019985228,4,0,64,2.0,2.0,2,1,2.0,0.0,3.0,0,944,Bajo
325720.0454111201,4.786019323289807,37960.594375597415,249347.49916481215,4.0,837301.1236381084,790765.8714600102,662.2744797237519,435,955616.2429073672,195,1,439078.8569026773,138771.51654036198,365,40.35216195039453,18.0,271,363,316,8,0.39148405860159874,27,0,43,1.0,0.0,2,1,3.0,2.0,2.0,0,569,Medio
694519.7421962024,0.4354070939063225,532032.1690297172,913049.3866714109,9.0,470804.2831871835,254368.1612424823,699.3990214981898,384,322764.9472938419,54,0,590778.5734120788,41152.91778189331,492,41.63214729448171,74.0,477,207,106,2,0.9097760149026625,9,0,45,5.0,1.0,4,0,4.0,0.0,3.0,4,828,Alto
112037.91520763272,0.1815964929144422,920898.621950069,975397.2813446161,6.0,812725.0933039903,238135.51595177883,446.24424802543183,175,825448.1425270339,94,1,563420.1079537368,63790.162382342336,18,498.95627982838613,70.0,23,286,323,8,0.12132139839924583,3,1,72,5.0,0.0,4,2,2.0,0.0,3.0,5,50,Bajo
55360.59136689464,1.246553638475071,732212.7837512064,272653.1726171488,8.0,422833.05203041475,565963.6845660814,609.2448267970041,85,701792.3232107364,456,8,599450.4761656582,320339.42091507284,293,57.10415096764801,76.0,48,160,326,8,0.3637171113661589,12,0,78,0.0,3.0,2,2,4.0,1.0,3.0,4,284,Bajo
373880.2277340597,4.586902905114037,478629.5408879844,120384.8622618578,2.0,920561.993238398,142244.20393316812,590.3728761825726,91,185416.70175538686,315,7,265175.468618626,148418.38119171013,61,215.6448275175001,28.0,466,78,459,3,0.5598458771537868,12,0,35,5.0,1.0,5,1,4.0,3.0,3.0,2,155,Bajo
257481.16148304043,3.5550344312779827,85850.38184563167,841167.3164036795,9.0,851820.5413389853,370814.06499882287,504.3993881141978,183,797451.5234486872,70,4,385058.27495612035,382336.48528978165,162,459.61461720275884,18.0,479,435,1,7,0.7411886812770017,19,0,45,3.0,3.0,4,3,3.0,1.0,1.0,3,179,Bajo
877401.2733666277,1.5268805394816263,779078.0534600879,202456.44665644714,2.0,842204.3037146028,847343.4668622796,457.7357300626235,88,804257.9872060826,153,5,284417.1640563427,448901.5263241837,143,13.404262734425828,32.0,411,320,103,4,0.8134221016257482,23,1,47,4.0,0.0,4,3,4.0,1.0,1.0,2,928,Medio
207744.308461099,4.151449759578285,812802.2016120561,291870.96097981336,2.0,935512.6227645515,953701.7313043479,666.0871574710117,470,74836.55652573895,372,7,835531.7158965202,995781.8562848654,243,273.2917594938245,80.0,318,412,117,6,0.0019267876329951417,26,1,19,1.0,2.0,1,3,2.0,3.0,5.0,2,221,Bajo
663919.4654010562,1.6492405263230556,918604.649670403,487130.60320646386,4.0,408891.1152155008,188058.87694211982,558.4780159894847,265,399770.9817209614,168,2,917819.1923188184,771037.7558560853,433,199.42765928124638,16.0,89,187,300,2,0.10227081996940213,8,1,81,4.0,1.0,1,2,3.0,3.0,5.0,3,987,Medio
274187.0975658379,3.2701131895116573,515478.02314927016,885644.959728131,5.0,887828.7649428447,13221.08605792828,847.5461486447524,25,193330.5874211489,27,5,362136.65754666866,174774.20292217657,492,127.15997588612879,89.0,399,169,359,6,0.0781336245995915,23,0,80,3.0,3.0,2,2,4.0,3.0,1.0,1,536,Medio
698010.3597448991,2.289311214695989,773992.8166349926,794209.8919256531,8.0,386040.67445794545,29945.687178231467,566.0328498002516,320,56583.0753876476,111,2,128891.0743593159,609663.4823370329,141,256.3835662497711,60.0,428,194,18,2,0.793346347377462,12,0,30,3.0,3.0,2,3,3.0,3.0,1.0,0,697,Medio
107437.00965160906,3.853064242571939,160862.78297791939,286093.43763049756,3.0,715810.7741306884,195524.9262798409,301.0673791744313,319,181342.98493171777,253,9,537306.6227409649,764553.9650837188,496,452.42038839652207,77.0,190,199,256,2,0.8338077118165573,29,1,67,0.0,,5,0,2.0,0.0,5.0,3,411,Medio
580171.8256316606,1.958441679533224,171056.7355849631,864271.0244122414,4.0,138581.80016380295,969880.6631540987,661.9697311672942,224,108837.47372750165,323,6,281445.78674574033,789933.0567666213,142,482.34918379165384,21.0,387,453,164,3,0.2570314337038816,12,0,56,1.0,2.0,5,1,3.0,,4.0,0,209,Bajo
431007.6233552077,1.90615829755971,337277.2199438627,807628.1289985593,3.0,755594.2345923175,415665.40801903757,616.7164482008902,219,486320.17643150553,51,0,930492.8255838633,594315.2782577755,122,3.254768352513352,62.0,335,422,408,5,0.03303685703725634,13,0,63,1.0,3.0,4,0,0.0,3.0,3.0,2,987,Bajo
242002.9418701318,2.616890389448161,426950.9793790478,525505.9932915823,1.0,215967.95843328803,722105.7766407428,557.7806733221058,152,376981.0035294441,348,9,594387.3386101355,155657.24131598746,279,303.2770723358313,33.0,365,180,494,4,0.3085763234652238,1,1,63,2.0,2.0,3,2,4.0,1.0,0.0,2,861,Medio
514947.8186711939,3.3500104627921834,110292.51837253921,342784.6324553312,7.0,947786.7220303271,213179.10465583391,780.727426871023,103,768947.6567830591,33,7,96271.17928324465,185905.55278513802,479,366.78566547429267,13.0,191,135,368,9,0.7960491676564705,13,0,76,0.0,1.0,1,0,5.0,4.0,2.0,0,772,Medio
362639.0654048641,1.571459948538139,379340.46867053874,767006.8051938706,1.0,167884.14902409795,837731.9304720279,730.3750306356817,57,145622.73827332442,249,8,113769.66255956184,683891.68451497,466,408.4004967759129,28.0,377,216,394,3,0.6830623668388922,12,1,18,5.0,2.0,0,1,0.0,1.0,2.0,5,983,Medio
985546.3826010545,4.479457874815074,725314.5117881636,764294.8879163646,3.0,501936.9695414274,250885.20135784982,815.1715302720444,432,766566.0694983399,67,8,886580.232739076,855391.0832554532,103,218.8371919002906,7.0,12,76,87,9,0.5907233468515474,20,0,29,3.0,3.0,2,1,5.0,1.0,3.0,4,246,Medio
148278.26551881136,4.0288977196770706,684879.7210237157,745951.8601446915,6.0,264366.17645264894,425624.0838764208,597.9254707645911,188,905690.9333889383,486,6,261675.73544240257,863154.8747727538,201,53.13316305836761,57.0,282,270,395,7,0.6941383534523892,3,1,37,4.0,1.0,1,1,2.0,5.0,3.0,4,329,Bajo
613406.2694584477,3.3859103318637676,338823.5485502072,859682.0365714357,8.0,450422.4848589148,900588.3344528612,692.7159583042303,450,829296.4189043834,383,0,384592.5603742553,25993.073976133994,460,120.34168259248315,21.0,267,56,332,9,0.5430429743222465,23,1,20,0.0,3.0,0,1,1.0,2.0,4.0,0,769,Alto
927139.5726365811,2.995746368365252,902450.4734431421,351703.2293912073,1.0,152091.33946479397,741534.1954669517,666.0580716953046,312,531885.5760935013,42,1,147478.2981891241,386169.8146283483,386,30.042041228822125,36.0,165,69,279,4,0.8149008042085317,2,0,79,5.0,2.0,3,3,2.0,3.0,0.0,3,297,Alto
752701.9170624095,4.582992403104062,986093.4081717331,725038.4117753827,8.0,647896.484610859,365901.3693385905,847.3878399961723,426,549629.3708679171,279,6,493026.1224905358,385502.3966252412,440,437.0032535194173,13.0,407,456,15,5,0.1977277792438158,26,0,61,5.0,1.0,0,1,5.0,5.0,4.0,0,21,Medio
485447.1612792253,3.841684564749276,765843.9028198014,916585.3688789608,1.0,591032.81679841,326779.1739722953,388.7996922781725,88,904201.7697885493,231,3,726729.247195164,618087.3353915443,482,54.4235877261355,90.0,153,51,459,5,0.2973776046790718,8,1,32,4.0,3.0,5,2,1.0,0.0,4.0,2,910,Alto
131051.1028404454,1.4269107710199072,158792.89233479393,602799.6461271709,4.0,809155.2454057765,516644.64787188993,460.26717024347226,198,965073.370668422,82,0,10792.365355197651,944557.321720193,225,12.517473922019029,28.0,329,302,377,8,0.30961280179615314,27,1,86,5.0,0.0,2,2,1.0,4.0,2.0,3,512,Bajo
730787.0239894245,0.9381512237440098,704443.0897322934,287449.3929974876,9.0,759392.4848922266,225786.44386291533,341.7777131090257,40,444865.2282045581,425,6,943272.0279513882,662043.4278484466,187,247.18613512464464,80.0,481,3,184,3,0.4517531381151749,2,0,87,0.0,0.0,1,0,1.0,0.0,2.0,0,322,Medio
103998.15741716936,4.528929827749455,167146.17748973734,978135.8621189544,4.0,564383.7669044011,839024.4554041509,412.6473216721171,130,868571.265572962,179,4,279634.95660391555,718204.9872858702,304,295.8217909670349,35.0,469,275,496,3,0.4920640442843299,6,1,56,3.0,2.0,5,1,3.0,4.0,5.0,4,925,Bajo
410800.56876086054,4.195891600252181,904993.9124328184,133643.85585459563,9.0,249941.26239141272,315830.8615647241,711.8594998877986,240,240975.58963396866,65,0,570026.5645456411,172940.74247232315,192,2.4966609553559973,85.0,473,48,46,8,0.25029478374356173,13,0,22,2.0,3.0,2,3,1.0,5.0,1.0,3,308,Medio
580236.4663921476,2.3558179049362984,967832.149372618,462432.8251429432,8.0,114044.80541236702,659141.3996085391,535.3009916723614,214,502021.1352754302,288,1,144758.04785285515,945907.3624314786,159,486.54579690174677,50.0,118,497,80,5,0.6771713852799484,25,1,33,5.0,1.0,5,0,2.0,3.0,3.0,4,590,Medio
649274.8556685348,4.033325580889789,913488.4053788576,616042.6141490592,,651179.741781267,791004.5689328307,691.9302521213018,407,990120.7346579048,286,7,620583.7698508675,821766.1389980481,442,69.84872057343112,12.0,15,423,443,2,0.5464832144765512,4,0,77,3.0,3.0,1,2,5.0,3.0,3.0,0,242,Medio
742657.8970445084,1.595540841299812,907519.3961375782,511767.0414566996,,969473.7759013106,337620.8873072164,536.9764012555315,211,544932.2367649012,95,5,134607.2566985543,908224.6616467051,139,268.23958102031264,89.0,101,69,122,8,0.0461234985170188,14,0,37,0.0,2.0,1,2,5.0,0.0,4.0,3,814,Medio
643096.3529447768,3.061306179620296,189175.49613627823,986970.449887339,1.0,82610.63516779196,898769.8729549323,634.0758014951273,452,632507.491325734,403,6,371337.16594246007,669498.8831634346,407,145.76759744389787,,371,338,80,2,0.5052118007157227,22,1,71,4.0,0.0,2,1,0.0,4.0,2.0,4,265,Medio
589587.0526865714,3.8568539538070428,302326.1835611192,368890.19012203254,5.0,278024.8310378261,981294.6417240008,521.9090530729104,13,986216.956143763,60,4,297903.91420579713,106878.85667804265,61,361.6473337866767,80.0,350,17,352,4,0.11480138261079575,9,1,32,0.0,3.0,4,0,,5.0,0.0,3,598,Medio
361351.88823050493,2.2755759227848413,121770.09529685498,477250.66930496966,4.0,758162.7407411272,521310.70711469086,607.0435921450521,85,903677.4488140428,265,4,200357.97041714826,461918.7904907758,428,472.38509391188984,88.0,440,13,76,2,0.3837085227056559,6,1,46,1.0,1.0,5,1,1.0,3.0,,0,32,Medio
896547.0277338711,0.1582329325192949,379044.0037549651,484913.08417503495,1.0,691494.1809448292,540104.5769925034,483.96848164898586,131,895444.8088086001,468,1,707463.1121146922,779293.6073347878,323,110.41781586077019,18.0,389,493,334,5,0.2646729099210412,14,0,85,1.0,3.0,5,2,0.0,0.0,0.0,0,363,Alto
74236.98032479406,0.354971520659788,791421.7706318258,712115.8568211816,8.0,190372.98594975058,984645.8462874437,758.2748260713378,313,600658.5334309575,210,3,550109.1666434288,803015.85002498,15,367.90620042969596,66.0,305,150,279,9,0.8879289143684617,15,1,66,4.0,3.0,3,2,0.0,5.0,5.0,5,873,Bajo
297765.90096256655,3.550369326139954,957802.7653632881,422134.9638646961,9.0,478184.38712738,141910.63645820197,366.3421593574278,482,309960.34547843336,13,8,172115.29236521886,611956.5154271497,98,426.32759303066126,48.0,464,472,480,2,0.2791716670937142,24,1,22,5.0,2.0,1,1,5.0,2.0,0.0,3,507,Bajo
712160.1613195627,4.396292701047526,951755.6249684411,525840.215154832,5.0,139048.85722866477,582676.8689778238,839.4439555370683,452,900440.7764347504,447,1,380190.9736720543,889021.7140221718,448,5.645301236403789,93.0,252,416,38,6,0.18516665467257676,13,1,77,5.0,3.0,0,1,3.0,0.0,2.0,2,35,Medio
442007.92398020474,1.151174053027564,987293.8946768221,328181.8748894946,2.0,575194.5612185972,260563.50215504004,768.0463982585329,217,54101.05250912556,117,4,563914.341870289,42189.21178415982,41,64.69982740334696,72.0,196,195,486,6,0.6420097878014427,22,0,29,5.0,1.0,2,2,3.0,5.0,3.0,2,498,Bajo
366460.34042051353,0.7413788045700684,146017.53662378306,719664.0829725805,5.0,907995.1715896474,92874.58662262799,736.2411048176134,401,984560.9873541412,120,5,902376.5074826446,373457.0440184892,30,374.6262072089667,86.0,390,306,327,3,0.09213392671974407,2,0,34,2.0,2.0,1,0,5.0,0.0,5.0,4,911,Bajo
160336.17972700723,0.703463373761174,184468.802361432,578550.2612159144,7.0,976391.3692669743,15493.537161000171,484.2157011996941,317,657478.3023398909,60,2,777910.2607396945,331483.9771217818,152,74.34551644476947,96.0,329,20,274,9,0.7349346083804764,2,0,64,2.0,3.0,5,1,2.0,4.0,3.0,0,32,Bajo
175444.567246347,1.819550679413306,678308.1259651345,871854.4340969417,7.0,275422.5839899515,173951.28596827458,543.9735471452432,384,91067.56189561321,283,3,7714.125144826936,756595.0703175463,83,416.66991104084985,62.0,397,198,76,1,0.2693942401598838,19,0,36,0.0,3.0,5,3,0.0,0.0,4.0,4,499,Bajo
775758.7318027448,1.274917678320695,200869.75815343735,711667.7432749586,2.0,627056.6936950173,325013.5006015472,820.6362442894078,240,861042.3678590012,350,3,250403.88315048174,249072.67231313494,250,3.1021740205557857,5.0,288,120,393,9,0.09255127220837,20,1,62,2.0,0.0,5,0,1.0,1.0,3.0,1,309,Medio
787365.6142322096,1.9590934878666968,626839.8896645877,338745.78039686213,3.0,833777.0720342951,130069.69891665004,541.5643401639238,337,892040.7638708138,173,3,157218.06263873327,903311.358110151,55,346.5859628162519,41.0,284,162,378,6,0.7508733416870678,9,1,80,3.0,1.0,0,2,3.0,0.0,1.0,3,189,Medio
453259.97476082545,4.704538702185836,806017.1297055485,892618.5115694948,8.0,491131.8072561088,847376.467430002,693.9578717856175,75,57571.0452553751,226,8,346882.71969523275,433997.5887401515,38,344.2333661736905,81.0,192,284,190,1,0.6053553081520333,4,0,65,4.0,1.0,4,1,3.0,2.0,4.0,5,173,Bajo
769212.1048330113,4.647818114609371,533000.7032545091,687249.6572617285,7.0,619920.8105442591,924396.7706955652,369.8563158395787,362,791744.8642375709,430,5,132073.94624665612,708949.9492411251,27,61.11189258938572,32.0,346,119,142,8,0.9726924776031864,26,0,41,2.0,1.0,1,1,5.0,2.0,4.0,1,351,Medio
537603.9279348253,4.27881153506361,626568.7175531832,807655.3783377187,2.0,673351.135481097,326221.1149322442,345.6720798192324,164,571739.5102622092,81,9,473312.8752612881,583855.70500126,69,302.6814095349148,76.0,343,305,327,9,0.15388812147155373,2,0,23,3.0,3.0,5,2,4.0,5.0,2.0,1,746,Medio
28456.713719245152,3.841692495347043,22436.54116576108,30432.27704434709,,282055.89959476085,769939.6695592713,684.2485481361175,49,365318.0537724936,428,2,741114.2584624406,59506.83741067165,234,312.80465487729833,57.0,382,141,423,2,0.29903744555986245,9,1,52,0.0,3.0,3,2,5.0,4.0,4.0,4,378,Bajo
909152.0628664965,2.3451775640532593,88634.86370927482,883882.2049218267,2.0,528357.507845387,158942.4512130627,342.2281581603737,99,515376.5859725753,442,8,509420.29779926734,689357.3585901349,313,89.1429778443643,17.0,287,466,460,6,0.11581334123742304,19,1,52,1.0,1.0,5,1,1.0,4.0,3.0,3,843,Alto
647715.702462177,1.498333621181508,386938.32007776265,331474.8927732728,2.0,97887.3367220003,355959.12124264525,405.022123364466,221,506067.53162898845,262,7,268374.18724841997,915854.9471994331,405,224.08939710830236,16.0,220,401,257,7,0.3485446044067728,8,0,56,0.0,0.0,4,0,5.0,3.0,,0,867,Alto
